Kode Indikator,Nama Indikator,Parent/ Child,Definisi,Rumus Perhitungan,Klasifikasi,Satuan,Indikator RPJPN,Indikator RPJMN,Indikator SDGs,Indikator SIPD,Tagging RAD,Has Child?
09.01.018,Persentase anak usia 0-17 tahun kurang 1 (satu) hari yang memiliki Kartu Identitas Anak (KIA),Parent,"Kartu Identitas Anak (KIA) merupakan kartu identitas resmi yang dikeluarkan oleh instansi pemerintah yang berwenang untuk anak-anak berusia 0-17 tahun kurang satu hari. KIA memuat informasi dasar seperti nama, tanggal lahir, alamat, dan nomor induk kependudukan (NIK).","Metode Perhitungan: Jumlah KIA yang diterbitkan dibagi dengan jumlah anak yang memenuhi syarat untuk mendapatkan KIA dikalikan 100%

Keterangan:
Jumlah KIA yang diterbitkan: Jumlah KIA yang telah diterbitkan oleh instansi pemerintah yang berwenang dalam periode waktu tertentu.
Jumlah anak yang memenuhi syarat untuk mendapatkan KIA: Jumlah anak dalam rentang usia 0-17 tahun kurang satu hari yang terdaftar di wilayah administratif tertentu dan memenuhi syarat untuk mendapatkan KIA.","Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,"000512 - Persentase anak usi 01-7 tahun kurang 1 (satu) hari yang memiliki KIA
000585 - Persentase Kartu Identitas Anak (KIA) yang diterbitkan
000855 - Persentase penerbitan Kartu Identitas Anak (KIA) dalam pelayanan Adminduk",DALAM NEGERI,No
09.01.019,Persentase anak berusia 0-4 tahun yang memiliki akta kelahiran,Parent,Persentase anak berusia 0-4 tahun yang memiliki akta kelahiran adalah indikator yang menggambarkan proporsi anak usia 0-4 tahun yang telah terpenuhi haknya untuk memiliki akta kelahiran sesuai pencatatan dalam database Sistem informasi Administrasi Kependudukan (SIAK) Ditjen Dukcapil Kementerian Dalam Negeri,Jumlah anak usia 0-4 tahun yg memiliki Akta Kelahiran dibandingkan dengan jumlah anak usia 0-4 tahun berdasarkan Data Konsolidasi Bersih (DKB),"Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota",persen,,04.17.01.03 - Persentase anak berusia 0-4 tahun yang memiliki akta kelahiran,,000852 - Persentase anak berusia 0 - 4 tahun yang memiliki akta kelahiran,DALAM NEGERI,No
09.01.020,Persentase kepemilikan akta kelahiran pada penduduk 0-18 tahun,Parent,"Indikator ini menunjukkan persentase anak dan remaja berusia 0-18 tahun yang memiliki akta kelahiran resmi. Akta kelahiran adalah dokumen legal yang mencatat kelahiran seseorang dan merupakan bukti identitas pertama yang penting untuk akses ke berbagai layanan publik, seperti pendidikan dan kesehatan.","Metode Perhitungan: Jumlah anak umur 0-18 tahun yang memiliki akta kelahiran dibagi dengan jumlah anak umur 0-18 tahun dikalikan 100%.

Keterangan:
Jumlah anak umur 0-18 tahun yang memiliki akta kelahiran: Jumlah anak umur 0-18 tahun yang telah tercatat dan mendapatkan dokumen akta kelahiran
Jumlah anak umur 0-18 tahun: Seluruh anak umur 0-18 tahun baik yang belum memiliki akta kelahiran maupun yang sudah memiliki akta kelahiran","Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,000513 - Kepemilikan akta kelahiran,DALAM NEGERI,No
09.01.021,Persentase Kepemilikan Akta Kelahiran pada Penduduk Berumur 0—17 Tahun dan Pendapatan 40% Terbawah,Parent,"Konsep dan Definisi:Setiap kelahiran wajib dilaporkan oleh penduduk kepada Instansi Pelaksana setempat paling lambat 60 (enam puluh) hari sejak kelahiran dan berdasarkan laporan tersebut, Pejabat Pencatatan Sipil mencatat pada Register Akta Kelahiran dan menerbitkan Kutipan Akta Kelahiran. Akta kelahiran adalah surat tanda bukti kelahiran yang dikeluarkan oleh Dinas Kependudukan dan Pencatatan Sipil, bukan surat keterangan lahir dari rumah sakit/ dokter/bidan/kelurahan. Akta Kelahiran merupakan dokumen resmi yang dikeluarkan oleh negara bagi individu yang baru lahir. Indikator ini mengukur kepemilikan akta kelahiran bagi penduduk 0-17 tahun yang berada pada 40% berpendapatan bawah.",Metode Perhitungan:Jumlah penduduk usia 0-17 tahun pada 40% berpendapatan bawah yang memiliki akta kelahiran dibagi dengan jumlah penduduk usia 0-17 tahun pada 40% berpendapatan bawah dikalikan 100%.Rumus:Keterangan:P KALPB : Persentase kepemilikan akta lahir untuk penduduk usia 0-17 tahun pada 40% berpendapatan bawahJPBAK : Jumlah penduduk usia 0-17 tahun pada 40% berpendapatan bawah yang memiliki akta kelahiranJPB : Jumlah penduduk usia 0-17 tahun pada 40% berpendapatan bawah,"Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota",persen,,,16.9.1.(a) - Persentase kepemilikan akta lahir untuk penduduk 0-17 tahun pada 40% berpendapatan bawah.,000322 - Persentase kepemilikan akta lahir untuk penduduk 0-17 tahun pada 40% berpendapatan bawah,DALAM NEGERI,No
09.01.022,Persentase kepemilikan akta kematian dari peristiwa kematian yang dilaporkan,Parent,"Akta Kematian merupakan dokumen resmi yang dikeluarkan oleh pemerintah yang mencatat informasi tentang kematian seseorang. Akta kematian mencakup data seperti nama, tanggal kematian, tempat kematian, dan penyebab kematian. Persentase kepemilikan akta kematian bagi penduduk yang meninggal merujuk pada seberapa besar jumlah akta kematian yang diterbitkan di suatu wilayah dibandingkan dengan jumlah penduduk yang meninggal dalam periode tertentu. Akta kematian adalah dokumen resmi yang dikeluarkan oleh instansi berwenang (seperti Dinas Kependudukan dan Pencatatan Sipil) untuk mencatatkan kematian seseorang secara sah di sistem administrasi kependudukan. Persentase ini menunjukkan seberapa efektif administrasi negara atau daerah dalam mencatatkan kematian warganya sesuai dengan jumlah kematian yang sebenarnya terjadi. Semakin tinggi persentase kepemilikan akta kematian, semakin baik pula pengelolaan data kependudukan di suatu daerah.","Metode Perhitungan: Jumlah Akta Kematian yang diterbitkan dibagi dengan jumlah peristiwa kematian yang dilaporkan dikalikan 100%

Keterangan:
Jumlah Akta Kematian yang Diterbitkan: Total jumlah akta kematian yang telah diterbitkan oleh instansi pemerintah yang berwenang setelah menerima laporan kematian
Jumlah Peristiwa Kematian yang Dilaporkan: Total jumlah kematian yang telah dilaporkan dalam wilayah administratif tertentu dan periode waktu tertentu. ","Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,"000583 - Persentase cakupan akta kematian dari peristiwa kematian yang dilaporkan
000854 - Persentase kepemilikan akta kematian bagi penduduk yang meninggal",DALAM NEGERI,No
09.01.023,Persentase kepemilikan akta perceraian pada semua individu pasangan yang perceraiannya dilaporkan,Parent,"Akta Perceraian merupakan dokumen resmi yang dikeluarkan oleh pemerintah atau pengadilan yang mencatat perceraian antara dua individu. Akta perceraian mencakup informasi seperti nama kedua pihak yang bercerai, tanggal perceraian, dan keputusan resmi pengadilan tentang perceraian. Persentase penduduk yang memiliki akta cerai bagi penduduk yang bercerai adalah perbandingan antara jumlah penduduk yang bercerai dan memiliki akta cerai resmi dengan total jumlah penduduk yang bercerai. Akta cerai adalah dokumen hukum yang sah yang diterbitkan oleh pengadilan atau lembaga yang berwenang sebagai bukti sahnya perceraian. Akta perceraian adalah dokumen resmi yang dikeluarkan oleh instansi berwenang (seperti Dinas Kependudukan dan Pencatatan Sipil) untuk mencatatkan perceraian seseorang secara sah di sistem administrasi kependudukan. Persentase ini menunjukkan seberapa efektif administrasi negara atau daerah dalam mencatatkan kematian warganya sesuai dengan jumlah kematian yang sebenarnya terjadi. Semakin tinggi persentase kepemilikan akta perceraian, semakin baik pula pengelolaan data kependudukan di suatu daerah.","Metode Perhitungan: Jumlah individu yang memiliki Akta Perceraian dibagi dengan jumlah individu pasangan yang perceraiannya dilaporkan dikalikan 100%

Keterangan:
Jumlah individu yang memiliki Akta Perceraian: Jumlah individu yang telah menerima akta perceraian resmi setelah melaporkan perceraian.
Jumlah individu pasangan yang perceraiannya dilaporkan: Jumlah individu (bukan pasangan) yang perceraiannya telah dilaporkan dan dicatat dalam periode waktu tertentu.","Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,"000584 - Persentase cakupan kepemilikan akta perceraian pada semua individu pasangan yang perceraiannya dilaporkan
000856 - Persentase penduduk yang memiliki akta cerai bagi penduduk yang bercerai",DALAM NEGERI,No
09.01.024,Persentase kepemilikan buku nikah/akta perkawinan pada semua pasangan yang perkawinannya dilaporkan,Parent,"Buku Nikah/Akta Perkawinan: Dokumen resmi yang dikeluarkan oleh pemerintah yang mencatat pernikahan pasangan suami istri. Buku nikah biasanya dikeluarkan oleh kantor urusan agama (untuk umat Muslim) atau kantor catatan sipil (untuk non-Muslim), sedangkan akta perkawinan adalah dokumen pencatatan sipil yang mencatat pernikahan tersebut. Persentase penduduk yang memiliki akta perkawinan bagi penduduk yang menikah adalah perbandingan atau proporsi jumlah pasangan yang sudah menikah dan memiliki akta perkawinan dibandingkan dengan total jumlah pasangan yang menikah di suatu wilayah atau negara. Dengan kata lain, angka ini mengukur sejauh mana proses pencatatan resmi terhadap pernikahan di suatu tempat sudah terlaksana dengan baik. Akta perkawinan sendiri berfungsi sebagai bukti hukum yang sah atas suatu perkawinan. Semakin tinggi persentase ini, semakin banyak pasangan yang tercatat secara resmi melalui akta perkawinan, yang mencerminkan tingkat legalitas dan pengakuan hukum terhadap perkawinan di masyarakat.","Metode Perhitungan: Jumlah pasangan yang memiliki Buku Nikah/Akta Perkawinan dibagi dengan jumlah pasangan yang perkawinannya dilaporkan dikalikan 100%

Keterangan:
Jumlah pasangan yang memiliki Buku Nikah/Akta Perkawinan: Jumlah pasangan suami istri yang telah menerima buku nikah atau akta perkawinan resmi setelah melaporkan pernikahan.
Jumlah pasangan yang perkawinannya dilaporkan: Jumlah pasangan suami istri yang telah melaporkan pernikahan mereka ke instansi pemerintah yang berwenang dalam periode waktu tertentu.","Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,"000582 - Persentase cakupan kepemilikan buku nikah/akta perkawinan pada semua pasangan yang perkawinannya dilaporkan
000853 - Persentase penduduk yang memiliki akta perkawinan bagi penduduk yang menikah",DALAM NEGERI,No
09.01.025,Persentase parpol penerima bantuan keuangan parpol dari APBN yang memprioritaskan bantuan keuangan parpol untuk pendidikan politik,Parent,"Keuangan partai politik yang transparan dan akuntabel adalah kondisi yang menggambarkan pengelolaan keuangan partai politik dan dilaporkan secara akurat, transparan, serta akuntabel. Dalam upaya membangun keuangan partai politik yang transparan dan akuntabel maka dibutuhkan hal utama yakni: (1) Sumber keuangan; (2) Alokasi/penggunaan anggaran; (3) Tata kelola keuangan. Tata kelola keuangan merupakan mekanisme keuangan yang dikendalikan secara akurat, transparan, dan akuntabel. Dalam tata kelola keuangan partai, keberadaan sistem dan implementasi akuntabilitas serta transparansi iuran anggota; keberadaan standar pelaporan keuangan yang baku, transparan dan akuntabel serta keberadaan SOP verifikasi untuk menghindari penyimpangan keuangan menjadi hal yang harus dimiliki oleh partai politik. Selain itu, keberadaan unit pengawasan internal keuangan partai juga menjadi penting sebagai upaya pencegahan dan pengawasan terhadap tata kelola keuangan partai politi","Proses analisis deskriptif angka indeks merupakan proses melakukan perhitungan terhadap seluruh indikator Indeks Integritas Parpol, untuk mendapatkan skor indeks. Baik skor secara keseluruhan (agregat indeks nasional dan/atau komposit indeks setiap partai) maupun skor secara parsial, yaitu skor dimensi, skor subdimensi, sampai skor setiap indicator pengukuran indeks. Secara definsi statistik, angka indeks dapat diartikan suatu ukuran baru, ukuran bilangan tanpa satuan, dan ukuran atas perbedaan atau perbandingan secara crossectional, maupun time series. Indeks Integritas Parpol terdiri dari 5 dimensi, 23 subdimensi, dan 61 indikator. Setiap dimensi, subdimensi, maupun indikator memiliki bobot yang berbeda (based on framework) berdasarkan penilaian para pakar menggunakan teknik pembobotan Analytical Hierarky Process (AHP). Untuk menghitung angka indeks secara simultan/ agregat/komposit, maka akan digunakan metode perhitungan arithmetic tim akan menghitung nilai indeks integritas partai politik menggunakan angka indeks terbobot secara simultan. Perhitungan diawali dengan menghitung skor setiap indikator, lalu diagregatkan menjadi skor subdimensi, kemudian menghitung skor dimensi, dan diakhiri dengan menghitung skor Indeks Integritas Parpol. Berdasarkan tahap ini, akan dihasilkan skor indeks dari 9 partai politik di level nasional",Wilayah Administrasi: Nasional,persen,,07.01.01.01.02 - Persentase parpol penerima bantuan keuangan parpol dari APBN yang memprioritaskan bantuan keuangan parpol untuk pendidikan politik,,,DALAM NEGERI,No
09.01.026,Persentase parpol yang tepat waktu menyampaikan laporan pertanggungjawaban bantuan keuangan parpol setelah diaudit oleh BPK kepada Mendagri,Parent,"Implementasi kaderisasi merupakan praktik sistem kaderisasi yang dilakukan oleh partai politik yang memuat serangkaian proses kaderisasi yang baku (inklusif, berjenjang, terukur, berkala, dan berkelanjutan), terdokumentasi secara resmi dalam dokumen partai politik, dan menjadi dasar analisis pemetaan jenjang kader sebagai acuan promosi dan rekrutmen pejabat publik. Sistem kaderisasi dalam kerangka integritas politik menjadi penting karena dapat menghasilkan kader partai yang memiliki kompetensi dan keterampilan politik memadai di setiap jenjangnya untuk mengisi jabatan politik maupun jabatan publik.15 Selain itu, implementasi sistem kaderisasi dilakukan sebagai upaya analisis pemetaan jenjang kader sebagai acuan promosi dan rekrutmen pejabat publik","Proses analisis deskriptif angka indeks merupakan proses melakukan perhitungan terhadap seluruh indikator Indeks Integritas Parpol, untuk mendapatkan skor indeks. Baik skor secara keseluruhan (agregat indeks nasional dan/atau komposit indeks setiap partai) maupun skor secara parsial, yaitu skor dimensi, skor subdimensi, sampai skor setiap indicator pengukuran indeks. Secara definsi statistik, angka indeks dapat diartikan suatu ukuran baru, ukuran bilangan tanpa satuan, dan ukuran atas perbedaan atau perbandingan secara crossectional, maupun time series. Indeks Integritas Parpol terdiri dari 5 dimensi, 23 subdimensi, dan 61 indikator. Setiap dimensi, subdimensi, maupun indikator memiliki bobot yang berbeda (based on framework) berdasarkan penilaian para pakar menggunakan teknik pembobotan Analytical Hierarky Process (AHP). Untuk menghitung angka indeks secara simultan/ agregat/komposit, maka akan digunakan metode perhitungan arithmetic tim akan menghitung nilai indeks integritas partai politik menggunakan angka indeks terbobot secara simultan. Perhitungan diawali dengan menghitung skor setiap indikator, lalu diagregatkan menjadi skor subdimensi, kemudian menghitung skor dimensi, dan diakhiri dengan menghitung skor Indeks Integritas Parpol. Berdasarkan tahap ini, akan dihasilkan skor indeks dari 9 partai politik di level nasional.",Wilayah Administrasi: Nasional,persen,,07.01.01.01.01 - Persentase parpol yang tepat waktu menyampaikan laporan pertanggungjawaban bantuan keuangan parpol setelah diaudit oleh BPK kepada Mendagri,,,DALAM NEGERI,No
09.01.028,Persentase Pemanfaatan data kependudukan,Parent,"1. Data Kependudukan: Merupakan data perseorangan dan/atau data agregat yang terstruktur sebagai hasil dari kegiatan pendaftaran penduduk dan pencatatan sipil. 2. Pemanfaatan Data Kependudukan: Proses penggunaan data kependudukan untuk kepentingan tertentu, seperti pengumpulan informasi demografi, pelayanan publik, dan pengambilan keputusan. 3. Penggunaan Data Kependudukan: Dapat dilakukan oleh instansi pemerintah, badan hukum, dan pengguna lainnya melalui mekanisme Perjanjian Kerja Sama (PKS) yang diatur oleh Peraturan Menteri Dalam Negeri Nomor 102 Tahun 2019.",,"Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,000391 - Pemanfaatan data kependudukan,DALAM NEGERI,No
09.01.029,Persentase penduduk yang menggunakan Identitas Kependudukan Digital (IKD) bagi penduduk wajib KTP,Parent,Proporsi Penduduk yang mengaktifkan dan menggunakan KTP Digital atau Identitas Kependudukan Digital (IKD),Jumlah pengguna Identitas Kependudukan Digital (IKD) dibandingkan dengan jumlah total penduduk wajib KTP,"Wilayah Administrasi: Nasional, Provinsi",persen,,07.01.02.01.01 - Persentase Penduduk yang Menggunakan Identitas Kependudukan Digital (IKD) bagi Penduduk Wajib KTP,,"000579 - Persentase kepemilikan Identitas Kependudukan Digital (IKD)
000857 - Persentase penduduk yang menggunakan Identitas Kependudukan Digital (IKD) bagi penduduk wajib KTP",DALAM NEGERI,No
09.01.030,"Proporsi anak umur di bawah 5 tahun yang kelahirannya dicatat oleh lembaga pencatatan sipil, menurut umur",Parent,"Konsep dan Definisi:Setiap kelahiran wajib dilaporkan oleh penduduk kepada Instansi Pelaksana setempat paling lambat 60 (enam puluh) hari sejak kelahiran dan berdasarkan laporan tersebut, Pejabat Pencatatan Sipil mencatat pada Register Akta Kelahiran dan menerbitkan Kutipan Akta Kelahiran. Yang dimaksud dengan lembaga pencatatan sipil berdasar pada UU No. 24 Tahun 2013 adaah instansi pelaksana yaitu perangkat pemerintah kabupaten/kota yang bertanggung jawab dan berwenang melaksanakan pelayanan dalam urusan Administrasi Kependudukan. Akta kelahiran adalah surat tanda bukti kelahiran yang dikeluarkan oleh Dinas Kependudukan dan Pencatatan Sipil, bukan surat keterangan lahir dari rumah sakit/ dokter/bidan/kelurahan. Akta Kelahiran merupakan dokumen resmi yang dikeluarkan oleh negara bagi individu yang baru lahir.","Metode Perhitungan: Jumlah anak umur di bawah 5 tahun yang memiliki akta kelahiran dibagi dengan jumlah anak umur di bawah 5 tahun dikalikan 100%.

Keterangan:
Jumlah anak umur di bawah 5 tahun yang memiliki akta kelahiran: Jumlah anak umur di bawah 5 tahun yang telah tercatat dan mendapatkan dokumen akta kelahiran
Jumlah anak umur di bawah 5 tahun: Seluruh anak umur di bawah 5 tahun baik yang belum memiliki akta kelahiran maupun yang sudah memiliki akta kelahiran","Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota",persen,,,"16.9.1* - Proporsi anak umur di bawah 5 tahun yang kelahirannya dicatat oleh lembaga pencatatan sipil, menurut umur.","000321 - Proporsi anak umur di bawah 5 tahun yang kelahirannya dicatat oleh lembaga pencatatan sipil, menurut umur",DALAM NEGERI,No
09.01.031,Proporsi Anggota Legislatif,Parent,"Proporsi Anggota Legislatif merupakan bagian dari Indeks Ketimpangan Gender Nasional. Pada indeks ini, yang diukur adalah keterwakilan anggota legislatif perempuan dan laki-laki. Pada RPJMN, angka yang diukur adalah keterwakilan di DPR RI. Sementara pada RPJMD, angka yang diukur adalah keterwakilan di DPRD Provinsi dan DPRD Kab/Kota.","Anggota Legislatif Laki-Laki: (jumlah anggota DPR laki-laki / jumlah total anggota DPR RI) x 100%
Anggota Legislatif Perempuan: (jumlah anggota DPR perempuan / jumlah total anggota DPR RI) x 100%","Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota",persen,,04.19.01.02 - Proporsi Anggota Legislatif,,,DALAM NEGERI,No
09.01.032,Terlaksananya Sensus Penduduk dan Perumahan pada tahun 2020,Parent,Konsep dan Definisi:Kemampuan lembaga statistik (Badan Pusat Statistik) untuk melaksanakan Sensus Penduduk pada tahun 2020.,,"Wilayah Administrasi: Nasional, Provinsi",dokumen,,,17.19.2.(a) - Terlaksananya Sensus Penduduk dan Perumahan pada tahun 2020.,000351 - Terlaksananya Sensus Penduduk dan Perumahan pada tahun 2020.,DALAM NEGERI,No
09.01.033,Tersedianya data registrasi terkait kelahiran dan kematian (Vital Statistics Register),Parent,"Konsep dan Definisi:Kemampuan lembaga pemerintah (Kementerian Dalam Negeri) dalam menyajikan data registrasi terkait kelahiran dan kematian (Vital Statistics Register). Berdasarakan Peraturan Presiden nomor 62 tahun 2019 tentang Strategi Nasional Percepatan Administrasi Kependudukan untuk Pengembangan Statistik Hayati (Stranas APKSH), maka dalam rangka pemenuhan dan pengakuan terhadap identitas Penduduk dibutuhkan kemudahan akses masyarakat terhadap kepemilikan Dokumen Kependudukan melalui percepatan Administrasi Kependudukan yang meliputi Pendaftaran Penduduk dan Pencatatan Sipil serta pengembangan Statistik Hayati yang diwujudkan dalam Strategi Nasional Percepatan Administrasi Kependudukan untuk Pengembangan Statistik Hayati.",Jumlah daerah yang dapat menyajikan data registrasi terkait kelahiran dan kematian (Vital Statistics Register).,"Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota",daerah,,,17.19.2.(b) - Tersedianya data registrasi terkait kelahiran dan kematian (Vital Statistics Register).,000352 - Tersedianya data registrasi terkait kelahiran dan kematian (Vital Statistics Register),DALAM NEGERI,No
09.02.001,Akses publik terhadap informasi keuangan daerah (Public access to fiscal information),Parent,"Akses publik terhadap informasi keuangan daerah (Public access to fiscal information) adalah kemampuan masyarakat untuk mengakses dan memperoleh informasi terkait keuangan dan anggaran yang dikelola oleh pemerintah daerah. Ini mencakup data dan laporan mengenai anggaran, pendapatan, belanja, dan pelaporan keuangan lainnya yang relevan dengan pengelolaan keuangan publik di tingkat daerah.",,"Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,000456 - Akses publik terhadap informasi keuangan daerah (Public access to fiscal information),KEUANGAN,No
09.02.002,Alokasi Transfer ke Daerah (TKD) untuk Infrastruktur,Parent,Nilai Pendanaan DAK Fisik untuk program pembangunan prioritas dalam kebijakan TKD,,"Wilayah Administrasi: Nasional, Provinsi",triliun rupiah,,07.13.02.01.02 - Alokasi TKD untuk Infrastruktur,,,KEUANGAN,No
09.02.003,Aset Asuransi/PDB,Parent,"Dari sisi penghitungan, aset asuransi nasional terdiri dari total aset asuransi jiwa, Aset asuransi umum, Aset reasuransi, Aset asuransi ASN, TNI/POLRI, Kecelakaan Penumpang Umum dan Lalu Lintas Jalan serta Asuransi sosial (BPJS). PDB pada dasarnya merupakan jumlah nilai tambah yang dihasilkan oleh seluruh unit usaha dalam suatu negara tertentu, atau merupakan jumlah nilai barang dan jasa akhir yang dihasilkan oleh seluruh unit ekonomi. PDB atas dasar harga berlaku menggambarkan nilai tambah barang dan jasa yang dihitung menggunakan harga yang berlaku pada setiap tahun. Aset Asuransi/PDB (%) menunjukkan persentase rasio total aset asuransi terhadap PDB (atas dasar harga berlaku) pada suatu waktu tertentu.","Aset Asuransi = Aset asuransi jiwa + Aset asuransi umum + Aset reasuransi + Aset asuransi ASN, TNI/POLRI,Kecelakaan Penumpang Umum dan Lalu Lintas Jalan + Asuransi Sosial (BPJS); 
Aset asuransi/PDB(%) = (Aset Asuransi)/PDB ADHB x100;","Wilayah Administrasi: Nasional, Provinsi",persen,33c - Aset Asuransi/PDB (%),03.04.01.03 - Aset Asuransi/PDB,,,KEUANGAN,No
09.02.004,Aset Dana Pensiun/PDB,Parent,"Menurut Undang-undang (UU) Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan Pasal 167, Aset Dana Pensiun dihimpun dari: a. iuran pemberi kerja; b. iuran peserta; c. hasil pengelolaan aset; d. pengalihan aset dari Dana Pensiun lain; dan/atau e. pengalihan dana awal pemberi kerja. Dari sisi penghitungan, aset dana pensiun nasional terdiri dari total aset keseluruhan program pensiun, baik program pensiun sukarela maupun wajib. PDB pada dasarnya merupakan jumlah nilai tambah yang dihasilkan oleh seluruh unit usaha dalam suatu negara tertentu, atau merupakan jumlah nilai barang dan jasa akhir yang dihasilkan oleh seluruh unit ekonomi. PDB atas dasar harga berlaku menggambarkan nilai tambah barang dan jasa yang dihitung menggunakan harga yang berlaku pada setiap tahun. Aset Dana Pensiun/PDB (%) menunjukkan persentase rasio total aset dana pensiun terhadap PDB (atas dasar harga berlaku) pada suatu waktu tertentu.","Aset dana pensiun/PDB%= Aset dana pensiun/PDB ADHKx100%
Keterangan : 
Aset Dana Pensiun = Terdiri dari total aset keseluruhan program pensiun, baik program pensiun sukarela maupun wajib 
PDB = Produk Domestik Bruto (atas dasar harga berlaku)","Wilayah Administrasi: Nasional, Provinsi",persen,33b - Aset Dana Pensiun/PDB (%),03.04.01.02 - Aset Dana Pensiun/PDB,,,KEUANGAN,No
09.02.005,Aset Dana Pensiun/PDRB,Parent,"Menurut Undang-undang (UU) Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan Pasal 167, Aset Dana Pensiun dihimpun dari: a. iuran pemberi b. iuran c. hasil pengelolaan d. pengalihan aset dari Dana Pensiun dan/atau e. pengalihan dana awal pemberi kerja. Yang mana jumlah aset dana pensiun dihitung berdasarkan provinsi. Dari sisi penghitungan, aset dana pensiun per provinsi Terdiri dari total aset DPPK-PPMP, DPPK-PPIP dan DPLK yang terdapat dalam suatu provinsi PDRB pada dasarnya merupakan jumlah nilai tambah yang dihasilkan oleh seluruh unit usaha dalam suatu regional/wilayah tertentu, PDRB atas dasar harga berlaku menggambarkan nilai tambah barang dan jasa yang dihitung menggunakan harga yang berlaku pada setiap tahun. Aset Dana Pensiun/PDRB (%) menunjukkan persentase rasio total aset dana pensiun terhadap PDRB (atas dasar harga berlaku) di suatu provinsi pada suatu waktu tertentu.",,"Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,000052 - Aset Dana Pensiun/PDRB,KEUANGAN,No
09.02.006,Aset Keuangan Syariah/PDB,Parent,"Aset Keuangan Syariah adalah suatu kondisi yang mengambarkan penggunaan produk dan layanan keuangan dengan prinsip syariah yang meliputi aset perbankan syariah, IKNB syariah, dan pasar modal syariah. Komposisi aset perbankan syariah diperoleh dari aset BUS, UUS, dan BPRS. Selanjutnya komposisi aset IKNB syariah di peroleh dari aset asuransi syariah (termasuk BPJS), lembaga pembiayaan syariah, dana pensiun syariah (termasuk paket investasi syariah DPLK), lembaga keuangan khusus (termasuk BP Tapera), jasa penunjang lainnya (termasuk BPKH, dan koperasi syariah). Kemudian komposisi aset pasar modal syariah diperoleh dari aset reksadana syariah, SBSN, sukuk korporasi, SCF, dan kapitalisasi saham syariah.","Total aset keuangan syariah= Aset Perbankan Syariah (BUS+UUS+BPRS) + Aset Pasar Modal Syariah (SBSN+sukuk korporasi+reksadana syariah+kapitalisasi saham syariah+SCF) + Aset IKNB Syariah (Aset Asuransi Syariah (asuransi jiwa+asuransi umum+reasuransi+BPJS)+Lembaga Pembiayaan Syariah (perusahaan pembiayaan+modal ventura+PP infrastruktur)+Dana Pensiun Syariah (DPPK-PPMP+DPPK-PPIP+DPLK Paket Investasi Syariah)+Lembaga Keuangan Khusus (LPEI+pegadaian+Lembaga penjamin+PT SMF+PT PNM+BP Tapera+PT SMI)+Jasa Penunjang (pialang asuransi+pialang reasuransi+LKM+Fintech+BPKH+koperasi syariah)""Total aset keuangan syariah= Aset Perbankan Syariah (BUS+UUS+BPRS) + Aset Pasar Modal Syariah (SBSN+sukuk korporasi+reksadana syariah+kapitalisasi saham syariah+SCF) + Aset IKNB Syariah (Aset Asuransi Syariah (asuransi jiwa+asuransi umum+reasuransi+BPJS)+Lembaga Pembiayaan Syariah (perusahaan pembiayaan+modal ventura+PP infrastruktur)+Dana Pensiun Syariah (DPPK-PPMP+DPPK-PPIP+DPLK Paket Investasi Syariah)+Lembaga Keuangan Khusus (LPEI+pegadaian+Lembaga penjamin+PT SMF+PT PNM+BP Tapera+PT SMI)+Jasa Penunjang (pialang asuransi+pialang reasuransi+LKM+Fintech+BPKH+koperasi syariah)

Aset Keuangan Syariah/PDB (%) = [(Aset Perbankan Syariah + Aset IKNB Syariah + Aset Pasar Modal Syariah) / PDB ADHK] × 100""","Wilayah Administrasi: Nasional, Provinsi",persen,,02.13.04.01.01 - Aset Keuangan Syariah/PDB (%),,,KEUANGAN,No
